사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,소재지전체주소,도로명전체주소,주소,"폐업,전출,휴업,취소,말소여부","폐업,전출,휴업,취소,말소일자","폐업,전출,휴업,취소,말소연도",인허가연도
학송,1990-01-09,,,,20050525.0,폐업,광주광역시 광산구 송정동 840-33,,광주광역시 광산구 송정동 840-33,1,2005-05-25,2005,1990
스타 헬스 체육관,1994-11-05,,,,20060125.0,폐업,광주광역시 광산구 월곡동 536-1,,광주광역시 광산구 월곡동 536-1,1,2006-01-25,2006,1994
학송 헬스,1997-06-20,,,,20121026.0,폐업,광주광역시 광산구 도산동 778-9번지,광주광역시 광산구 도산로12번길 25 (도산동),광주광역시 광산구 도산로12번길 25 (도산동),1,2012-10-26,2012,1997
청솔 헬스,1998-02-23,,,,20080701.0,폐업,광주광역시 광산구 송정동 833-1,,광주광역시 광산구 송정동 833-1,1,2008-07-01,2008,1998
청하 헬스,1998-08-13,,,,20040628.0,폐업,광주광역시 광산구 쌍암동 658-8,,광주광역시 광산구 쌍암동 658-8,1,2004-06-28,2004,1998
황성용 헬스타운,1998-09-18,,,,20060303.0,폐업,광주광역시 광산구 월계동 756-10 201호,,광주광역시 광산구 월계동 756-10 201호,1,2006-03-03,2006,1998
선학 헬스클럽,1999-02-02,,,,20121217.0,폐업,광주광역시 광산구 비아동 707-11번지 5층,"광주광역시 광산구 비아로 12, 5층 (비아동)","광주광역시 광산구 비아로 12, 5층 (비아동)",1,2012-12-17,2012,1999
재영휘트니스클럽,2000-11-04,,,,20200831.0,폐업,광주광역시 광산구 월곡동 538-1 101호,"광주광역시 광산구 사암로 271, 101호 (월곡동)","광주광역시 광산구 사암로 271, 101호 (월곡동)",1,2020-08-31,2020,2000
운남헬스,2000-09-20,,,,20070309.0,폐업,광주광역시 광산구 운남동 774-4번지,광주광역시 광산구 하남대로 294  (운남동),광주광역시 광산구 하남대로 294  (운남동),1,2007-03-09,2007,2000
첨단 스포츠 센타 헬스장,2001-01-04,,,,20030721.0,폐업,광주광역시 광산구 쌍암동 675-1,,광주광역시 광산구 쌍암동 675-1,1,2003-07-21,2003,2001
광산 스포츠타운,2002-01-23,,,,20031125.0,폐업,광주광역시 광산구 우산동 1586-20,,광주광역시 광산구 우산동 1586-20,1,2003-11-25,2003,2002
라이프 헬스,2002-11-26,,,,20120117.0,폐업,광주광역시 광산구 운남동 785-1번지 3층,"광주광역시 광산구 목련로153번길 85, 3층 (운남동)","광주광역시 광산구 목련로153번길 85, 3층 (운남동)",1,2012-01-17,2012,2002
파랑새 헬스클럽,2002-02-23,,,,20200123.0,폐업,광주광역시 광산구 도산동 773번지,광주광역시 광산구 송도로 164 (도산동),광주광역시 광산구 송도로 164 (도산동),1,2020-01-23,2020,2002
천지연 헬스클럽,2003-02-22,,,,20140206.0,폐업,광주광역시 광산구 운남동 783-2번지,광주광역시 광산구 임방울대로165번길 69 (운남동),광주광역시 광산구 임방울대로165번길 69 (운남동),1,2014-02-06,2014,2003
광산스포츠타운,2003-11-27,,,,20101110.0,폐업,광주광역시 광산구 우산동 1583-1번지 4층,"광주광역시 광산구 사암로 214  (우산동,4층)","광주광역시 광산구 사암로 214  (우산동,4층)",1,2010-11-10,2010,2003
쿨휘트니스헬스,2004-05-28,,,,20080701.0,폐업,광주광역시 광산구 산월동 883-1번지 호반리젠시빌상가동 301호,"광주광역시 광산구 첨단중앙로68번길 99,  301호 (산월동,호반리젠시빌상가동)","광주광역시 광산구 첨단중앙로68번길 99,  301호 (산월동,호반리젠시빌상가동)",1,2008-07-01,2008,2004
S GYM,2012-12-18,,,,20131015.0,폐업,광주광역시 광산구 월곡동 679-12번지 4층,"광주광역시 광산구 풍영로 83, 4층 (월곡동)","광주광역시 광산구 풍영로 83, 4층 (월곡동)",1,2013-10-15,2013,2012
첨단우리운동센터,2005-06-27,,,,20160309.0,폐업,광주광역시 광산구 쌍암동 654-4번지,"광주광역시 광산구 첨단중앙로182번길 12 (쌍암동, 첨단우리병원)","광주광역시 광산구 첨단중앙로182번길 12 (쌍암동, 첨단우리병원)",1,2016-03-09,2016,2005
한결휘트니스,2006-05-02,,,,20070416.0,폐업,광주광역시 광산구 신창동 1131-7번지 지하,"광주광역시 광산구 신창로 124  (신창동,지하)","광주광역시 광산구 신창로 124  (신창동,지하)",1,2007-04-16,2007,2006
황금헬스,2006-07-27,,,,20200702.0,폐업,광주광역시 광산구 송정동 653,광주광역시 광산구 광산로 92 (송정동),광주광역시 광산구 광산로 92 (송정동),1,2020-07-02,2020,2006
한마음프라자헬스클럽,2007-01-04,,,,20140616.0,폐업,광주광역시 광산구 오선동 549-1번지 나동 1층,"광주광역시 광산구 하남산단6번로 133 (오선동,나동 1층)","광주광역시 광산구 하남산단6번로 133 (오선동,나동 1층)",1,2014-06-16,2014,2007
제일헬스클럽,2007-05-29,,,,20190503.0,폐업,광주광역시 광산구 월계동 892-5번지 5층,"광주광역시 광산구 월계로 191, 5층 (월계동)","광주광역시 광산구 월계로 191, 5층 (월계동)",1,2019-05-03,2019,2007
BM휘트니스클럽,2009-05-27,,,,20111026.0,폐업,"광주광역시 광산구 월계동 891-5번지 대성트윈스밸리 301,302호","광주광역시 광산구 임방울대로800번길 72,  301,302호 (월계동,대성트윈스밸리)","광주광역시 광산구 임방울대로800번길 72,  301,302호 (월계동,대성트윈스밸리)",1,2011-10-26,2011,2009
에너지 휘트니스 클럽,2009-12-11,,,,20130103.0,폐업,광주광역시 광산구 신창동 1218-2번지 601호,"광주광역시 광산구 신창로 68, 601호 (신창동)","광주광역시 광산구 신창로 68, 601호 (신창동)",1,2013-01-03,2013,2009
광산스포츠센터,2010-11-23,,,,20181122.0,폐업,광주광역시 광산구 우산동 1583-1번지 5층,"광주광역시 광산구 사암로 214, 5층 (우산동)","광주광역시 광산구 사암로 214, 5층 (우산동)",1,2018-11-22,2018,2010
